GEO_CODE,GEO_NAME,MEAN_AGE
2445100,"Saint-Étienne-de-Bolton, MÉ",52.8
2445105,"Stukely-Sud, VL",45.1
2445115,"Orford, CT",44.4
2446005,"Abercorn, VL",52
2446010,"Frelighsburg, MÉ",49.2
2446017,"Saint-Armand, MÉ",48.1
2446025,"Pike River, MÉ",43.3
2446030,"Stanbridge Station, MÉ",44.2
2446035,"Bedford, V",46.8
2446040,"Bedford, CT",46.6
2446045,"Stanbridge East, MÉ",44.1
2446050,"Dunham, V",44
2446058,"Sutton, V",52.4
2446065,"Bolton-Ouest, MÉ",52.9
2446070,"Brome, VL",46.9
2446075,"Lac-Brome, V",50
2446078,"Bromont, V",42.2
2446080,"Cowansville, V",44.2
2446085,"East Farnham, MÉ",42.5
2446090,"Brigham, MÉ",42.6
2446095,"Saint-Ignace-de-Stanbridge, MÉ",41.5
2446100,"Notre-Dame-de-Stanbridge, MÉ",43.2
2446105,"Sainte-Sabine, MÉ",38.7
2446112,"Farnham, V",41.8
2447010,"Saint-Alphonse-de-Granby, MÉ",36.7
2447017,"Granby, V",43.8
2447025,"Waterloo, V",43
2447030,"Warden, VL",42.6
2447035,"Shefford, CT",41.2
2447040,"Saint-Joachim-de-Shefford, MÉ",39.9
2447047,"Roxton Pond, MÉ",40.5
2447055,"Sainte-Cécile-de-Milton, MÉ",37.4
2448005,"Béthanie, MÉ",43
2448010,"Roxton Falls, VL",41.3
2448015,"Roxton, CT",43.6
2448020,"Sainte-Christine, PE",42.7
2448028,"Acton Vale, V",44.6
2448038,"Upton, MÉ",41.2
2448045,"Saint-Théodore-d'Acton, MÉ",39.6
2448050,"Saint-Nazaire-d'Acton, PE",40.3
2449005,"Saint-Félix-de-Kingsey, MÉ",43.7
2449015,"Durham-Sud, MÉ",40.9
2449020,"Lefebvre, MÉ",38.1
2449025,"L'Avenir, MÉ",44.3
2449030,"Saint-Lucien, MÉ",43
2449040,"Wickham, MÉ",38.6
2449048,"Saint-Germain-de-Grantham, MÉ",37.1
2449058,"Drummondville, V",43
2449070,"Saint-Cyrille-de-Wendover, MÉ",37.2
2449075,"Notre-Dame-du-Bon-Conseil, VL",43.8
2449080,"Notre-Dame-du-Bon-Conseil, PE",43.7
2449085,"Sainte-Brigitte-des-Saults, PE",41.2
2449095,"Saint-Majorique-de-Grantham, PE",36.6
2449100,"Saint-Edmond-de-Grantham, PE",37.7
2449105,"Saint-Eugène, MÉ",42.4
2449113,"Saint-Guillaume, MÉ",41.6
2449125,"Saint-Bonaventure, MÉ",39.6
2449130,"Saint-Pie-de-Guire, PE",41.3
2450005,"Sainte-Eulalie, MÉ",40.9
2450013,"Aston-Jonction, MÉ",36.8
2450023,"Saint-Wenceslas, MÉ",41.3
2450030,"Saint-Célestin, VL",45
2450035,"Saint-Célestin, MÉ",40.6
2450042,"Saint-Léonard-d'Aston, MÉ",41.9
2450050,"Sainte-Perpétue, PE",42.4
2450057,"Sainte-Monique, MÉ",41.3
2450065,"Grand-Saint-Esprit, MÉ",41.4
2450072,"Nicolet, V",47
2450085,"La Visitation-de-Yamaska, MÉ",40.6
2450090,"Saint-Zéphirin-de-Courval, PE",40.6
2450095,"Saint-Elphège, PE",39.5
2450100,"Baie-du-Febvre, MÉ",43.9
2450113,"Pierreville, MÉ",47
2450128,"Saint-François-du-Lac, MÉ",47.8
2450802,"Odanak, IRI",41
2451008,"Maskinongé, MÉ",45.3
2451015,"Louiseville, V",51.1
2451020,"Yamachiche, MÉ",42.2
2451025,"Saint-Barnabé, PE",43.3
2451030,"Saint-Sévère, PE",42.4
2451035,"Saint-Léon-le-Grand, PE",44.2
2451040,"Sainte-Ursule, PE",47.1
2451045,"Saint-Justin, MÉ",49.4
2451050,"Saint-Édouard-de-Maskinongé, MÉ",46.8
2451055,"Sainte-Angèle-de-Prémont, MÉ",50.7
2451060,"Saint-Paulin, MÉ",45.5
2451065,"Saint-Alexis-des-Monts, PE",51
2451070,"Saint-Mathieu-du-Parc, MÉ",49.5
2451075,"Saint-Élie-de-Caxton, MÉ",46.6
2451080,"Charette, MÉ",45.5
2451085,"Saint-Boniface, MÉ",40.4
2451090,"Saint-Étienne-des-Grès, PE",39.8
2452007,"Lavaltrie, V",38.9
2452017,"Lanoraie, MÉ",42.9
2452030,"Sainte-Élisabeth, MÉ",43.1
2452035,"Berthierville, V",47.4
2452040,"Sainte-Geneviève-de-Berthier, MÉ",43.2
2452045,"Saint-Ignace-de-Loyola, MÉ",46.7
2452050,"La Visitation-de-l'Île-Dupas, MÉ",48.2
2452055,"Saint-Barthélemy, PE",46.2
2452062,"Saint-Cuthbert, MÉ",45
2452070,"Saint-Norbert, PE",43
2452075,"Saint-Cléophas-de-Brandon, MÉ",43.4
2452080,"Saint-Gabriel, V",49.5
2452085,"Saint-Gabriel-de-Brandon, MÉ",47.5
2452090,"Saint-Didace, PE",49.8
2452095,"Mandeville, MÉ",50.3
2453005,"Saint-David, MÉ",43.2
2453010,"Massueville, VL",42.1
2453015,"Saint-Aimé, MÉ",41.5
2453020,"Saint-Robert, MÉ",43.5
2453025,"Sainte-Victoire-de-Sorel, MÉ",43.6
2453032,"Saint-Ours, V",46.7
2453040,"Saint-Roch-de-Richelieu, MÉ",41.5
2453050,"Saint-Joseph-de-Sorel, V",44.7
2453052,"Sorel-Tracy, V",48.1
2453065,"Sainte-Anne-de-Sorel, MÉ",46.8
2453072,"Yamaska, MÉ",44.9
2453085,"Saint-Gérard-Majella, PE",43.6
2454008,"Saint-Pie, V",38.8
2454017,"Saint-Damase, MÉ",41.5
2454025,"Sainte-Madeleine, VL",39
2454030,"Sainte-Marie-Madeleine, PE",39.7
2454035,"La Présentation, MÉ",37.5
2454048,"Saint-Hyacinthe, V",45
2454060,"Saint-Dominique, MÉ",36.7
2454065,"Saint-Valérien-de-Milton, MÉ",38.9
2454072,"Saint-Liboire, MÉ",36.5
2454090,"Saint-Simon, MÉ",37.1
2454095,"Sainte-Hélène-de-Bagot, MÉ",37.3
2454100,"Saint-Hugues, MÉ",38.3
2454105,"Saint-Barnabé-Sud, MÉ",39.1
2454110,"Saint-Jude, MÉ",37.6
2454115,"Saint-Bernard-de-Michaudville, MÉ",39.5
2454120,"Saint-Louis, MÉ",42
2454125,"Saint-Marcel-de-Richelieu, MÉ",40.4
2455008,"Ange-Gardien, MÉ",36.7
2455015,"Saint-Paul-d'Abbotsford, MÉ",41.1
2455023,"Saint-Césaire, V",40.3
2455030,"Sainte-Angèle-de-Monnoir, MÉ",38.8
2455037,"Rougemont, MÉ",42.2
2455048,"Marieville, V",39.2
2455057,"Richelieu, V",45.2
2455065,"Saint-Mathias-sur-Richelieu, MÉ",41.9
2456005,"Venise-en-Québec, MÉ",51.9
2456010,"Saint-Georges-de-Clarenceville, MÉ",48
2456015,"Noyan, MÉ",45.3
2456023,"Lacolle, MÉ",42.9
2456030,"Saint-Valentin, MÉ",43.1
2456035,"Saint-Paul-de-l'Île-aux-Noix, MÉ",44.3
2456042,"Henryville, MÉ",43.2
2456050,"Saint-Sébastien, MÉ",39.2
2456055,"Saint-Alexandre, MÉ",36.6
2456060,"Sainte-Anne-de-Sabrevois, PE",40.8
2456065,"Saint-Blaise-sur-Richelieu, MÉ",41.3
2456083,"Saint-Jean-sur-Richelieu, V",41.8
2456097,"Mont-Saint-Grégoire, MÉ",40.5
2456105,"Sainte-Brigide-d'Iberville, MÉ",38.1
2457005,"Chambly, V",37.2
2457010,"Carignan, V",37.7
2457020,"Saint-Basile-le-Grand, V",37.9
2457025,"McMasterville, MÉ",40.4
2457030,"Otterburn Park, V",38.9
2457033,"Saint-Jean-Baptiste, MÉ",42.4
2457035,"Mont-Saint-Hilaire, V",43.2
2457040,"Beloeil, V",41.1
2457045,"Saint-Mathieu-de-Beloeil, MÉ",40.6
2457050,"Saint-Marc-sur-Richelieu, MÉ",41.6
2457057,"Saint-Charles-sur-Richelieu, MÉ",44.8
2457068,"Saint-Denis-sur-Richelieu, MÉ",43
2457075,"Saint-Antoine-sur-Richelieu, MÉ",43.8
2458007,"Brossard, V",42.2
2458012,"Saint-Lambert, V",47.1
2458033,"Boucherville, V",44.3
2458037,"Saint-Bruno-de-Montarville, V",43.1
2458227,"Longueuil, V",41.6
2459010,"Sainte-Julie, V",39.7
2459015,"Saint-Amable, MÉ",34.7
2459020,"Varennes, V",39.6
2459025,"Verchères, MÉ",40.4
2459030,"Calixa-Lavallée, MÉ",43.5
2459035,"Contrecoeur, V",41.2
2460005,"Charlemagne, V",45.4
2460013,"Repentigny, V",41.9
2460020,"Saint-Sulpice, PE",41.2
2460028,"L'Assomption, V",38.8
2460035,"L'Épiphanie, V",38
2460040,"L'Épiphanie, PE",39.3
2461005,"Saint-Paul, MÉ",37.7
2461013,"Crabtree, MÉ",40.5
2461020,"Saint-Pierre, VL",46.6
2461025,"Joliette, V",44.9
2461027,"Saint-Thomas, MÉ",41.3
2461030,"Notre-Dame-des-Prairies, V",45.4
2461035,"Saint-Charles-Borromée, MÉ",49.4
2461040,"Saint-Ambroise-de-Kildare, MÉ",41.3
2461045,"Notre-Dame-de-Lourdes, MÉ",40.4
2461050,"Sainte-Mélanie, MÉ",41.9
2462007,"Saint-Félix-de-Valois, MÉ",43.4
2462015,"Saint-Jean-de-Matha, MÉ",48.5
2462020,"Sainte-Béatrix, MÉ",47
2462025,"Saint-Alphonse-Rodriguez, MÉ",50
2462030,"Sainte-Marcelline-de-Kildare, MÉ",44.3
2462037,"Rawdon, MÉ",46
2462047,"Chertsey, MÉ",49.4
2462053,"Entrelacs, MÉ",53
2462055,"Notre-Dame-de-la-Merci, MÉ",54.1
2462060,"Saint-Donat, MÉ",53.4
2462065,"Saint-Côme, PE",49.9
2462070,"Sainte-Émélie-de-l'Énergie, MÉ",48.4
2462075,"Saint-Damien, PE",50.3
2462080,"Saint-Zénon, MÉ",53.8
2462085,"Saint-Michel-des-Saints, MÉ",50.5
2462802,"Manawan, IRI",27
2462912,"Saint-Guillaume-Nord, NO",53.8
2463005,"Sainte-Marie-Salomé, PE",42
2463013,"Saint-Jacques, MÉ",44
2463023,"Saint-Alexis, MÉ",40.2
2463030,"Saint-Esprit, MÉ",42.6
2463035,"Saint-Roch-de-l'Achigan, MÉ",39
2463040,"Saint-Roch-Ouest, MÉ",39.6
2463048,"Saint-Lin--Laurentides, V",36.3
2463055,"Saint-Calixte, MÉ",44.3
2463060,"Sainte-Julienne, MÉ",41.1
2463065,"Saint-Liguori, PE",42.8
2464008,"Terrebonne, V",38
2464015,"Mascouche, V",38.5
2465005,"Laval, V",41.1
2466007,"Montréal-Est, V",39.6
2466023,"Montréal, V",40.3
2466032,"Westmount, V",45.1
2466047,"Montréal-Ouest, V",40.9
2466058,"Côte-Saint-Luc, V",45.8
2466062,"Hampstead, V",40.1
2466072,"Mont-Royal, V",41
2466087,"Dorval, V",43.5
2466097,"Pointe-Claire, V",45.3
2466102,"Kirkland, V",41.9
2466107,"Beaconsfield, V",41.7
2466112,"Baie-D'Urfé, V",45.3
2466117,"Sainte-Anne-de-Bellevue, V",43.5
2466127,"Senneville, VL",44.6
2466142,"Dollard-Des Ormeaux, V",41.9
2467005,"Saint-Mathieu, MÉ",40.2
2467010,"Saint-Philippe, MÉ",38
2467015,"La Prairie, V",39.8
2467020,"Candiac, V",37.4
2467025,"Delson, V",38.9
2467030,"Sainte-Catherine, V",40.5
2467035,"Saint-Constant, V",37.9
2467040,"Saint-Isidore, PE",41.1
2467045,"Mercier, V",38.1
2467050,"Châteauguay, V",41.3
2467055,"Léry, V",43.9
2468005,"Saint-Bernard-de-Lacolle, PE",43
2468010,"Hemmingford, VL",42.7
2468015,"Hemmingford, CT",45.5
2468020,"Sainte-Clotilde, MÉ",40
2468025,"Saint-Patrice-de-Sherrington, MÉ",41.2
2468030,"Napierville, MÉ",40.3
2468035,"Saint-Cyprien-de-Napierville, MÉ",39.4
2468040,"Saint-Jacques-le-Mineur, MÉ",41.8
2468045,"Saint-Édouard, MÉ",40.1
2468050,"Saint-Michel, MÉ",37.9
2468055,"Saint-Rémi, V",40.7
2469005,"Havelock, CT",47.8
2469010,"Franklin, MÉ",44.3
2469017,"Saint-Chrysostome, MÉ",41.7
2469025,"Howick, MÉ",38.6
2469030,"Très-Saint-Sacrement, PE",40.8
2469037,"Ormstown, MÉ",44.9
2469045,"Hinchinbrooke, MÉ",47.9
2469050,"Elgin, MÉ",45.9
2469055,"Huntingdon, V",45.4
2469060,"Godmanchester, CT",44.7
2469065,"Sainte-Barbe, MÉ",46.9
2469070,"Saint-Anicet, MÉ",48.3
2469075,"Dundee, CT",46
2469802,"Akwesasne, IRI",32.5
2470005,"Saint-Urbain-Premier, MÉ",39.8
2470012,"Sainte-Martine, MÉ",39.5
2470022,"Beauharnois, V",43.8
2470030,"Saint-Étienne-de-Beauharnois, MÉ",39.2
2470035,"Saint-Louis-de-Gonzague, PE",39.5
2470040,"Saint-Stanislas-de-Kostka, MÉ",43.7
2470052,"Salaberry-de-Valleyfield, V",45.4
2471005,"Rivière-Beaudette, MÉ",40.7
2471015,"Saint-Télesphore, MÉ",40.2
2471020,"Saint-Polycarpe, MÉ",38.9
2471025,"Saint-Zotique, MÉ",38.7
2471033,"Les Coteaux, MÉ",36.9
2471040,"Coteau-du-Lac, V",40.1
2471045,"Saint-Clet, MÉ",39.3
2471050,"Les Cèdres, MÉ",38.4
2471055,"Pointe-des-Cascades, VL",39.3
2471060,"L'Île-Perrot, V",40.3
2471065,"Notre-Dame-de-l'Île-Perrot, V",38.9
2471070,"Pincourt, V",39.2
2471075,"Terrasse-Vaudreuil, MÉ",41.1
2471083,"Vaudreuil-Dorion, V",38.3
2471090,"Vaudreuil-sur-le-Lac, VL",41.1
2471095,"L'Île-Cadieux, V",53.5
2471100,"Hudson, V",47.7
2471105,"Saint-Lazare, V",37.8
2471110,"Sainte-Marthe, MÉ",43.2
2471115,"Sainte-Justine-de-Newton, MÉ",43
2471125,"Très-Saint-Rédempteur, MÉ",40.1
2471133,"Rigaud, V",43.6
2471140,"Pointe-Fortune, VL",44.3
2472005,"Saint-Eustache, V",42.2
2472010,"Deux-Montagnes, V",39.3
2472015,"Sainte-Marthe-sur-le-Lac, V",36.8
2472020,"Pointe-Calumet, MÉ",38.2
2472025,"Saint-Joseph-du-Lac, MÉ",38.4
2472032,"Oka, MÉ",43.7
2472043,"Saint-Placide, MÉ",45.3
2473005,"Boisbriand, V",37.5
2473010,"Sainte-Thérèse, V",45.6
2473015,"Blainville, V",37.7
2473020,"Rosemère, V",42.3
2473025,"Lorraine, V",40.3
2473030,"Bois-des-Filion, V",39.5
2473035,"Sainte-Anne-des-Plaines, V",38.4
2474005,"Mirabel, V",35.8
2475005,"Saint-Colomban, V",35.5
2475017,"Saint-Jérôme, V",43.5
2475028,"Sainte-Sophie, MÉ",37.1
2475040,"Prévost, V",40.9
2475045,"Saint-Hippolyte, MÉ",41.9
2476008,"Saint-André-d'Argenteuil, MÉ",44.8
2476020,"Lachute, V",45.8
2476025,"Gore, CT",47.2
2476030,"Mille-Isles, MÉ",42.8
2476035,"Wentworth, CT",52.4
2476043,"Brownsburg-Chatham, V",43.5
2476052,"Grenville-sur-la-Rouge, MÉ",46.9
2476055,"Grenville, VL",41.6
2476065,"Harrington, CT",57.2
2477011,"Estérel, V",55.6
2477012,"Sainte-Marguerite-du-Lac-Masson, V",47.9
2477022,"Sainte-Adèle, V",47.4
2477030,"Piedmont, MÉ",50.6
2477035,"Sainte-Anne-des-Lacs, PE",45.9
2477043,"Saint-Sauveur, V",51.8
2477050,"Morin-Heights, MÉ",47.2
2477055,"Lac-des-Seize-Îles, MÉ",56.4
2477060,"Wentworth-Nord, MÉ",54.3
2477065,"Saint-Adolphe-d'Howard, MÉ",50.8
2478005,"Val-Morin, MÉ",46.2
2478010,"Val-David, VL",46
2478015,"Lantier, MÉ",48.3
2478020,"Sainte-Lucie-des-Laurentides, MÉ",46.5
2478032,"Sainte-Agathe-des-Monts, V",47.4
2478042,"Ivry-sur-le-Lac, MÉ",50.8
2478047,"Saint-Faustin--Lac-Carré, MÉ",41.8
2478050,"Barkmere, V",55.5
2478055,"Montcalm, MÉ",53.1
2478060,"Arundel, CT",47.3
2478065,"Huberdeau, MÉ",46.2
2478070,"Amherst, CT",50.2
2478075,"Brébeuf, PE",44.9
2478095,"Lac-Supérieur, MÉ",44.7
2478100,"Val-des-Lacs, MÉ",49.7
2478102,"Mont-Tremblant, V",46.8
2478115,"La Conception, MÉ",44.9
2478120,"Labelle, MÉ",45.8
2478127,"Lac-Tremblant-Nord, MÉ",60.2
2478130,"La Minerve, MÉ",56.2
2479005,"Notre-Dame-du-Laus, MÉ",55.5
2479010,"Notre-Dame-de-Pontmain, MÉ",53
2479015,"Lac-du-Cerf, MÉ",56.8
2479022,"Saint-Aimé-du-Lac-des-Îles, MÉ",45.4
2479025,"Kiamika, MÉ",48.5
2479030,"Nominingue, MÉ",52.5
2479037,"Rivière-Rouge, V",50
2479047,"La Macaza, MÉ",51.7
2479050,"L'Ascension, MÉ",52.5
2479060,"Lac-Saguay, VL",52.4
2479065,"Chute-Saint-Philippe, MÉ",49.7
2479078,"Lac-des-Écorces, MÉ",44.1
2479088,"Mont-Laurier, V",44.7
2479097,"Ferme-Neuve, MÉ",46.1
2479105,"Lac-Saint-Paul, MÉ",53.2
2479110,"Mont-Saint-Michel, MÉ",47.3
2479115,"Sainte-Anne-du-Lac, MÉ",50.6
2480005,"Fassett, MÉ",52.9
2480010,"Montebello, MÉ",48.5
2480015,"Notre-Dame-de-Bonsecours, MÉ",50
2480020,"Notre-Dame-de-la-Paix, MÉ",44.6
2480027,"Saint-André-Avellin, MÉ",47
2480037,"Papineauville, MÉ",44.9
2480045,"Plaisance, MÉ",43.9
2480050,"Thurso, V",40.8
2480055,"Lochaber, CT",42
2480060,"Lochaber-Partie-Ouest, CT",39.3
2480065,"Mayo, MÉ",43.6
2480070,"Saint-Sixte, MÉ",42.2
2480078,"Ripon, MÉ",47.7
2480085,"Mulgrave-et-Derry, MÉ",49.4
2480090,"Montpellier, MÉ",52.3
2480095,"Lac-Simon, MÉ",53.7
2480103,"Chénéville, MÉ",49.2
2480110,"Namur, MÉ",49.1
2480115,"Boileau, MÉ",51.2
2480125,"Saint-Émile-de-Suffolk, MÉ",49.4
2480130,"Lac-des-Plages, MÉ",52.6
2480135,"Duhamel, MÉ",59
2480140,"Val-des-Bois, MÉ",53.4
2480145,"Bowman, MÉ",51.2
2481017,"Gatineau, V",39.2
2482005,"L'Ange-Gardien, MÉ",39
2482010,"Notre-Dame-de-la-Salette, MÉ",45.7
2482015,"Val-des-Monts, MÉ",38.5
2482020,"Cantley, MÉ",36.3
2482025,"Chelsea, MÉ",40.5
2482030,"Pontiac, MÉ",39.9
2482035,"La Pêche, MÉ",42.9
2483005,"Denholm, MÉ",47.9
2483010,"Low, CT",46.2
2483015,"Kazabazua, MÉ",45.1
2483020,"Lac-Sainte-Marie, MÉ",52.7
2483032,"Gracefield, V",47.3
2483040,"Cayamant, MÉ",49.6
2483045,"Blue Sea, MÉ",51.1
2483050,"Bouchette, MÉ",46.8
2483055,"Sainte-Thérèse-de-la-Gatineau, MÉ",51.8
2483060,"Messines, MÉ",46.4
2483065,"Maniwaki, V",47.7
2483070,"Déléage, MÉ",46.3
2483075,"Egan-Sud, MÉ",45.2
2483085,"Bois-Franc, MÉ",43.3
2483088,"Montcerf-Lytton, MÉ",46.7
2483090,"Aumond, CT",47.5
2483095,"Grand-Remous, MÉ",46.9
2483802,"Kitigan Zibi, IRI",36.3
2484005,"Bristol, MÉ",44.6
2484010,"Shawville, MÉ",47.2
2484015,"Clarendon, MÉ",45.7
2484020,"Portage-du-Fort, VL",44.2
2484025,"Bryson, MÉ",45
2484030,"Campbell's Bay, MÉ",45.7
2484035,"L'Île-du-Grand-Calumet, MÉ",51.2
2484040,"Litchfield, MÉ",44.5
2484045,"Thorne, MÉ",50.8
2484050,"Alleyn-et-Cawood, MÉ",52.6
2484055,"Otter Lake, MÉ",47.4
2484060,"Fort-Coulonge, VL",43.3
2484065,"Mansfield-et-Pontefract, MÉ",43.3
2484070,"Waltham, MÉ",44.1
2484082,"L'Isle-aux-Allumettes, MÉ",45.6
2484090,"Chichester, CT",48
2484095,"Sheenboro, MÉ",50.7
2484100,"Rapides-des-Joachims, MÉ",45.7
2485005,"Témiscaming, V",42.2
2485010,"Kipawa, MÉ",44.9
2485015,"Saint-Édouard-de-Fabre, PE",42.1
2485020,"Béarn, MÉ",42.8
2485025,"Ville-Marie, V",47.4
2485030,"Duhamel-Ouest, MÉ",43.8
2485037,"Lorrainville, MÉ",42.2
2485045,"Saint-Bruno-de-Guigues, MÉ",40.6
2485050,"Laverlochère, MÉ",41.2
2485055,"Fugèreville, MÉ",42.8
2485060,"Latulipe-et-Gaboury, CU",48.3
2485065,"Belleterre, V",43.5
2485070,"Laforce, MÉ",39.1
2485075,"Moffet, MÉ",52.2
2485080,"Angliers, VL",46.7
2485085,"Saint-Eugène-de-Guigues, MÉ",39.4
2485090,"Notre-Dame-du-Nord, MÉ",45.8
2485095,"Guérin, CT",38.8
2485100,"Nédélec, CT",44.5
2485105,"Rémigny, MÉ",48
2485802,"Kebaowek, IRI",42.6
2485804,"Winneway, S-É",43.5
2485806,"Timiskaming, IRI",35.2
2485905,"Laniel, NO",59.9
2486042,"Rouyn-Noranda, V",41.3
2487005,"Duparquet, V",46.2
2487010,"Rapide-Danseur, MÉ",41.5
2487015,"Roquemaure, MÉ",42.3
2487020,"Gallichan, MÉ",43.7
2487025,"Palmarolle, MÉ",42.2
2487030,"Sainte-Germaine-Boulé, MÉ",40
2487035,"Poularies, MÉ",38.2
2487042,"Taschereau, MÉ",42.3
2487050,"Authier, MÉ",41.8
2487058,"Macamic, V",43.3
2487070,"Sainte-Hélène-de-Mancebourg, PE",43.2
2487075,"Clerval, MÉ",47.1
2487080,"La Reine, MÉ",44.3
2487085,"Dupuy, MÉ",40.3
2487090,"La Sarre, V",45.2
2487095,"Chazel, MÉ",42.5
2487100,"Authier-Nord, MÉ",40.7
2487105,"Val-Saint-Gilles, MÉ",44.9
2487110,"Clermont, CT",40
2487115,"Normétal, MÉ",43.4
2487120,"Saint-Lambert, PE",44.5
2487904,"Rivière-Ojima, NO",50.2
2488005,"Champneuf, MÉ",44.1
2488010,"Rochebaucourt, MÉ",46.4
2488015,"La Morandière, MÉ",46.7
2488022,"Barraute, MÉ",42.8
2488030,"La Corne, MÉ",39
2488035,"Landrienne, CT",38.8
2488040,"Saint-Marc-de-Figuery, PE",37.6
2488045,"La Motte, MÉ",43.2
2488050,"Saint-Mathieu-d'Harricana, MÉ",39.1
2488055,"Amos, V",42.7
2488060,"Saint-Félix-de-Dalquier, MÉ",37.5
2488065,"Saint-Dominique-du-Rosaire, MÉ",39.8
2488070,"Berry, MÉ",37.6
2488075,"Trécesson, CT",41.8
2488080,"Launay, CT",44.8
2488085,"Sainte-Gertrude-Manneville, MÉ",39.6
2488090,"Preissac, MÉ",45.2
2488802,"Pikogan, IRI",30.8
2488904,"Lac-Chicobi, NO",43.3
2489008,"Val-d'Or, V",41.3
2489010,"Rivière-Héva, MÉ",41.9
2489015,"Malartic, V",41
2489040,"Senneterre, V",43.9
2489045,"Senneterre, PE",46.8
2489050,"Belcourt, MÉ",45.9
2489802,"Kitcisakik, S-É",25.1
2489804,"Lac-Simon, IRI",24
2490012,"La Tuque, V",46.6
2490017,"La Bostonnais, MÉ",46.7
2490027,"Lac-Édouard, MÉ",55.6
2490802,"Wemotaci, IRI",27.1
2490804,"Obedjiwan, IRI",26.9
2491005,"Lac-Bouchette, MÉ",49.8
2491010,"Saint-André-du-Lac-Saint-Jean, VL",42.7
2491015,"Saint-François-de-Sales, MÉ",48.3
2491020,"Chambord, MÉ",44.9
2491025,"Roberval, V",46.1
2491030,"Sainte-Hedwidge, MÉ",44.5
2491035,"Saint-Prime, MÉ",40.4
2491042,"Saint-Félicien, V",44.1
2491050,"La Doré, PE",44.6
2491802,"Mashteuiatsh, IRI",37.7
2492005,"Saint-Augustin, PE",40.8
2492010,"Péribonka, MÉ",46.6
2492015,"Sainte-Jeanne-d'Arc, VL",43.7
2492022,"Dolbeau-Mistassini, V",45.7
2492030,"Albanel, MÉ",41.3
2492040,"Normandin, V",44.2
2492045,"Saint-Thomas-Didyme, MÉ",49.3
2492050,"Saint-Edmond-les-Plaines, MÉ",45.2
2492055,"Girardville, MÉ",43.8
2492060,"Notre-Dame-de-Lorette, MÉ",50.5
2492065,"Saint-Eugène-d'Argentenay, MÉ",42.7
2492070,"Saint-Stanislas, MÉ",43.9
2492902,"Passes-Dangereuses, NO",45.4
2493005,"Desbiens, V",44.3
2493012,"Métabetchouan--Lac-à-la-Croix, V",46.3
2493020,"Hébertville, MÉ",44.1
2493025,"Hébertville-Station, VL",39.8
2493030,"Saint-Bruno, MÉ",39
2493035,"Saint-Gédéon, MÉ",45.4
2493042,"Alma, V",44.2
2493045,"Saint-Nazaire, MÉ",40
2493055,"Labrecque, MÉ",42.8
2493060,"Lamarche, MÉ",48
2493065,"L'Ascension-de-Notre-Seigneur, PE",40.3
2493070,"Saint-Henri-de-Taillon, MÉ",46.7
2493075,"Sainte-Monique, MÉ",43.3
2493080,"Saint-Ludger-de-Milot, MÉ",48.1
2493908,"Belle-Rivière, NO",36.2
2494068,"Saguenay, V",44
2494205,"Petit-Saguenay, MÉ",50.1
2494210,"L'Anse-Saint-Jean, MÉ",49.3
2494215,"Rivière-Éternité, MÉ",49.3
2494220,"Ferland-et-Boilleau, MÉ",43.3
2494225,"Saint-Félix-d'Otis, MÉ",47
2494230,"Sainte-Rose-du-Nord, PE",47.2
2494235,"Saint-Fulgence, MÉ",43.5
2494240,"Saint-Honoré, MÉ",38
2494245,"Saint-David-de-Falardeau, MÉ",44.9
2494250,"Bégin, MÉ",42.6
2494255,"Saint-Ambroise, MÉ",41.5
2494260,"Saint-Charles-de-Bourget, MÉ",43.9
2494265,"Larouche, MÉ",41.7
2495005,"Tadoussac, VL",45.4
2495010,"Sacré-Coeur, MÉ",42.8
2495018,"Les Bergeronnes, MÉ",48.3
2495025,"Les Escoumins, MÉ",46.9
2495032,"Longue-Rive, MÉ",51.2
2495040,"Portneuf-sur-Mer, MÉ",52.8
2495045,"Forestville, V",46.8
2495050,"Colombier, MÉ",52.2
2495802,"Essipit, IRI",40.5
2496005,"Baie-Trinité, VL",56.1
2496010,"Godbout, VL",57.8
2496015,"Franquelin, MÉ",49.1
2496020,"Baie-Comeau, V",43.6
2496025,"Pointe-Lebel, VL",43.5
2496030,"Pointe-aux-Outardes, VL",42.7
2496035,"Chute-aux-Outardes, VL",45
2496040,"Ragueneau, PE",46.8
2496802,"Pessamit, IRI",34.6
2496902,"Rivière-aux-Outardes, NO",58.7
2497007,"Sept-Îles, V",41.7
2497022,"Port-Cartier, V",42.1
2497035,"Fermont, V",33.5
2497040,"Schefferville, V",36.1
2497802,"Uashat, IRI",29.7
2497804,"Maliotenam, IRI",29.6
2497806,"Kawawachikamach, TK",30.5
2497808,"Matimekosh, IRI",32.7
2497904,"Lac-Walker, NO",42.4
2498005,"Blanc-Sablon, MÉ",42.3
2498010,"Bonne-Espérance, MÉ",46.7
2498012,"Saint-Augustin, MÉ",48.7
2498014,"Gros-Mécatina, MÉ",50.5
2498015,"Côte-Nord-du-Golfe-du-Saint-Laurent, MÉ",47.6
2498020,"L'Île-d'Anticosti, MÉ",48.7
2498025,"Natashquan, CT",47.2
2498030,"Aguanish, MÉ",50.9
2498035,"Baie-Johan-Beetz, MÉ",52.4
2498040,"Havre-Saint-Pierre, MÉ",42.4
2498045,"Longue-Pointe-de-Mingan, MÉ",47.8
